ebc6dddd-40c5-4637-8c46-14b74b44dbc5,Agrobeso,,Takeaway/sandwich shop,139 Peckham High Street,London,SE15 5SL,1,-0.066488,51.474167
662abdca-efd3-4bcc-bced-487806374e98,Agua na boca ltd,,Other catering premises,28b Fenwick Road,London,SE15 4HW,5,-0.068294,51.463792
cc4ab34c-ff17-4c31-98bb-06cc9eb82447,Aji ceviche,,Other catering premises,Unit 126 Camberwell Business 99-103 Lomond Grove,London,SE5 7HN,3,-0.091266,51.47701
256d03e1-7edc-4ef1-974a-9e194c91fc53,Aklas catering,,Other catering premises,,London,,4,0.0,0.0
a50a42af-4740-4076-bc6e-84f7f91a41d5,Al dente london ltd,,Other catering premises,The George 40 Tower Bridge Road,London,SE1 4TR,3,-0.083249,51.495458
b9e3df43-af21-4d7d-adc6-37bb48cc6d73,Al masar restaurant,,Restaurant/Cafe/Canteen,Basement And Ground Floor 214-216 Borough High Street,London,SE1 1JX,1,-0.094209,51.501058
d66005a7-456c-4933-9a8e-6dacf3d4f8e6,Albertinis,,Other catering premises,,London,,4,0.0,0.0
babe769c-b3f9-4d5e-9ffb-951963ad6154,Albion - neo bankside,,Restaurant/Cafe/Canteen,Unit 1 Block B 60 Holland Street,London,SE1 9FU,5,-0.10132,51.507127
60732a5e-3be4-4612-8f53-bb30f8579265,Albion fish bar,,Takeaway/sandwich shop,36 Albion Street,London,SE16 7JQ,4,-0.052911,51.499463
afd07959-8808-4b93-9cc1-d1385acb71b9,Alice and rosa,,Other catering premises,10 Piermont Road,London,SE22 0LN,5,-0.064654,51.454865
3c7c6cf0-cb98-4b9f-8064-de5aa1a35eff,All bar one,,Pub/bar/nightclub,All Bar One 34 Shad Thames,London,SE1 2YG,5,-0.072694,51.503198
bad8c837-5e10-449f-a545-267de81ea681,All bar one,,Pub/bar/nightclub,Ground Floor Fielden House 28-42 London Bridge Street,London,SE1 9SG,5,-0.088132,51.505132
58272230-f3a8-4552-b6e3-1f215a9f981d,All fried up,,Restaurant/Cafe/Canteen,34 East Dulwich Road,London,,3,0.0,0.0
46d1c588-b854-475c-b812-6c5f6c204d97,Alleyns head,,Pub/bar/nightclub,Alleyns Head Park Hall Road,London,SE21 8BW,5,-0.090636,51.435885
0d39b8e6-ac01-4841-9063-5dffaebd6513,Allihopa,,Other catering premises,,London,,5,0.0,0.0
9aad2fb6-0d3b-4555-9b0a-2aa117166f9b,Alma grove hostel,,Hotel/bed & breakfast/guest house,1 Alma Grove,London,SE1 5PY,5,-0.070993,51.491956
c7d52f4a-0ce6-4605-bf2c-0671ca755439,Alma's restaurant pizzeria,,Restaurant/Cafe/Canteen,30 Borough High Street,London,SE1 1XU,3,-0.090737,51.5045
c0ef4b93-5edc-4a14-8975-0b1d02f84979,Al's cafe,,Restaurant/Cafe/Canteen,128 Bermondsey Street,London,SE1 3TX,3,-0.081943,51.500157
1b8c7890-5803-4d0c-a6aa-78efa6fad455,Alyan cofee(t/a sky shopping cafe),,Restaurant/Cafe/Canteen,Unit 17 137-139 Rye Lane,London,SE15 4ST,1,-0.068008,51.469866
f9bf025e-410d-461a-ae64-dca41fcfc5b2,Amaryllis,,Pub/bar/nightclub,66 Coldharbour Lane,London,SE5 9PU,2,-0.096997,51.469756
07c3a06d-c846-42df-8860-e77ddca30d63,Amt coffee,,Takeaway/sandwich shop,Guys Hospital,London,SE1 9RT,4,-0.089002,51.504652
9ed8be14-678d-4c73-98a1-f4b143f2c874,Amt coffee,,Restaurant/Cafe/Canteen,Guys Hospital St Thomas Street,London,SE1 9RT,5,-0.089002,51.504652
ddd568b1-29eb-44c5-8ddd-6984fceadb75,Amt coffee ltd,,Restaurant/Cafe/Canteen,The Vaults London Bridge St Railway Approach,London,SE1 9SP,5,-0.086018,51.504684
80bb08ec-c379-40f3-b241-c5dc24cbc210,Anatolian cafe,,Restaurant/Cafe/Canteen,25 Bartholomew Street,London,SE1 4AL,3,-0.088037,51.495338
871b10f2-6f67-48f1-955b-958484ed47b6,Anchor tap,,Pub/bar/nightclub,20A Horselydown Lane,London,SE1 2LN,5,-0.076262,51.503338
89620b39-fdcd-4ea6-becc-aeed1c2cd56b,Ancient foresters,,Pub/bar/nightclub,282 Southwark Park Road,London,SE16 2HB,5,-0.060547,51.492009
69e5e07e-06cd-45be-8f83-369a19ef1d9c,Anderson & co,,Restaurant/Cafe/Canteen,139 Bellenden Road,London,SE15 4DH,5,-0.072468,51.466882
4c564be6-f0c3-47cf-abe2-f0eb68b3b0ea,Aneto cafe,,Restaurant/Cafe/Canteen,60 East Dulwich Road,London,SE22 9AX,5,-0.069601,51.46214
123a448c-0158-42fc-aa1d-2156f496fc18,Angelchops,,Other catering premises,,London,,5,0.0,0.0
5d26daf1-655b-450e-a55f-10398301022e,Angels and gypsies restaurant,,Restaurant/Cafe/Canteen,29-31 Camberwell Church Street,London,SE5 8TR,4,-0.089518,51.474041
7fa63a8c-c1ab-419c-806f-7facec4f9710,Angels catering services,,Other catering premises,,London,,4,0.0,0.0
505793f9-ab60-4231-adeb-e8f969833803,Ann & lac takeaway,,Takeaway/sandwich shop,269 Southwark Park Road,London,SE16 3TP,3,-0.061468,51.492357
4860a444-24c2-40ce-952c-53cd7c9d9a7e,Antico,,Other catering premises,214 Bermondsey Street,London,SE1 3TQ,5,-0.081452,51.49845
9fa92aa8-6020-485a-8fb0-f4ef238413a3,Antojitos,,Restaurant/Cafe/Canteen,Unit A 147 Eagle Yard Hampton Street,London,SE1 6SP,3,-0.099307,51.492482
f354b0ff-3ece-4c8e-9dfb-43d162b468c7,Apple nations charity,,Other catering premises,Pennack Hall 75a Pennack Road,London,SE15 6DD,4,-0.073235,51.48148
e757bff1-252b-46d8-8894-c134fc6ef0cf,Applebee's,,Restaurant/Cafe/Canteen,5 Stoney Street,London,SE1 9AA,2,-0.091069,51.505171
5664d7d6-4d63-4f44-8b3e-6026620430fb,Aqua shard,,Restaurant/Cafe/Canteen,Floor 31 Units 1 & 2 The Shar 31 St Thomas Street,London,SE1  9RY,5,-0.087463,51.504591
d6ed6da9-b0cc-4ef0-a7a2-d0707be55a5a,Aquarius golf club (licensed bar),,Pub/bar/nightclub,BEACHCROFT RESERVOIR Marmora Road,London,SE22 0RY,4,-0.05457,51.45236
aef7d8c2-cafc-4847-a821-729d067944d1,Arabica,,Restaurant/Cafe/Canteen,3 Rochester Walk,London,SE1 9AF,4,-0.091346,51.505787
c13532e5-f27d-4775-a75b-5aa9b24a0060,Aramark,,Restaurant/Cafe/Canteen,1 Paris Garden,London,SE1 8NU,5,-0.106438,51.506706
fc956b5a-1f99-4e17-8ce5-306e6de2e8be,Aramark,,Restaurant/Cafe/Canteen,7 More London Riverside,London,SE1 2RT,5,-0.081325,51.504572
8f104f26-d542-470d-af62-8fa0b9da4a04,Aramark ltd,,Restaurant/Cafe/Canteen,10-18 Union Street,London,SE1 1SZ,5,-0.092247,51.503526
fa2eba07-b051-4e42-af8c-0ba004bb9316,Arments,,Restaurant/Cafe/Canteen,5 Bridge Arcade Green Dragon Court,London,SE1 1AA,4,-0.091679,51.501971
6830c245-c8e0-451c-a420-b94eda05e170,Aroma de cafe,,Restaurant/Cafe/Canteen,Unit 10 91-95 Newington Butts,London,SE1 6SF,1,-0.100612,51.492601
de76a33e-1ee7-4de2-8b6f-d322d082b4d4,Art burger co,,Other catering premises,Unit 126 Camberwell Business 99-103 Lomond Grove,London,SE5 7HN,4,-0.091266,51.47701
3df3a4fa-c955-4b9f-a443-ac48cdcc6ea4,Art cafe,,Restaurant/Cafe/Canteen,17 London Road,London,SE1 6JX,4,-0.103513,51.497352
c67be5be-cc33-480f-a394-030af210f5cb,Artusi,,Restaurant/Cafe/Canteen,161 Bellenden Road,London,SE15 4DH,5,-0.072468,51.466882
d539b2db-6da9-4e29-bf99-d4da28c0f8b7,Ash kebabs,,Takeaway/sandwich shop,102 Forest Hill Road,London,SE22 0RS,4,-0.060353,51.452096
b451e6c7-ed83-4fe2-a24a-e63bd8dc0fe9,Ash meat,,Other catering premises,133 Rye Lane,London,,1,0.0,0.0
0fe99513-656a-4cb7-98b4-d6e9f3c0110f,Asian take away,,Other catering premises,Forecourt After 125 Rye Lane,London,SE15 4ST,1,-0.068008,51.469866
a9b6197c-c2ea-457f-9446-b0eb93c268dd,Ask,,Restaurant/Cafe/Canteen,34 Shad Thames,London,SE1 2YE,5,-0.073514,51.50358
5b2683e7-696e-4538-bb40-0cc8af5cfacc,Astar fish bar,,Takeaway/sandwich shop,98 Evelina Road,London,SE15 3HL,5,-0.056326,51.466607
fc957f75-85d6-4159-bf2a-ee7c15675b2e,Asylum tavern,,Pub/bar/nightclub,40-42 Asylum Road,London,SE15 2RL,5,-0.059298,51.477996
8e6487de-ea3a-46e8-917d-bc8f1dfc7b1b,Athol house,,Other catering premises,138 College Road,London,SE19 1XE,5,-0.077746,51.427266
14117113-6339-404d-9559-f3f4ecb55f35,Au ciel coffee  chocolate shop,,Restaurant/Cafe/Canteen,1a Calton Avenue,London,SE21 7DE,4,-0.084541,51.451568
e147c501-ddd0-426e-a228-907a5531fb89,Auberge,,Restaurant/Cafe/Canteen,251 Old Kent Road,London,SE1 5LU,3,-0.079023,51.489741
78bc3486-0c7a-4ce2-9b2c-5d109c862cf8,Ava cafe,,Restaurant/Cafe/Canteen,61 Tower Bridge Road,London,SE1 4TL,0,-0.083919,51.495612
f61899b5-ccc9-4130-b9f1-ecb7a46a28ca,Avonmouth house (etc venues ltd),,Restaurant/Cafe/Canteen,6 Avonmouth Street,London,SE1 6NX,5,-0.097838,51.497997
872727c7-0213-4a33-98a3-7ef436afe1ec,Aya,,Restaurant/Cafe/Canteen,135a Rye Lane,London,SE15 4ST,4,-0.068008,51.469866
55bd6e94-dcfa-41f7-a3ae-fada014fc3e4,Azzurro,,Restaurant/Cafe/Canteen,35 Tooley Street,London,SE1 2QF,4,-0.085313,51.505689
4046a51e-b418-4475-8a4e-6a514e1c4a41,B.g. food,,Other catering premises,Flat 30 Dhonau House Longfiel Dunton Road,London,SE1 5TL,-1,-0.073995,51.492158
4aa83499-7d03-4a99-9389-0b6c79a6715f,Badger bakery,,Restaurant/Cafe/Canteen,401-403 Lordship Lane,London,SE22 8JN,1,-0.073233,51.448379
9668d89f-0978-45a0-9c17-b8b8d37385dd,Bagel king,,Restaurant/Cafe/Canteen,280 Walworth Road,London,SE17 2TE,5,-0.095716,51.487046
28bb075d-ba32-4a4c-8fe9-91574aa8dfb3,Bahar kebab,,Takeaway/sandwich shop,157 Queens Road,London,SE15 2ND,1,-0.057091,51.473679
acee85ef-8545-46ed-aa88-ff58a29e8c22,Bajan spice,,Restaurant/Cafe/Canteen,28 Nunhead Green,London,SE15 3QF,3,-0.058224,51.465307
f4ad2d74-55a6-489a-94c3-b2d729739f65,Bakedwell confectionery,,Other catering premises,,London,,3,0.0,0.0
55437da6-ecc3-476f-84b5-cb5ed9932991,Balls brothers,,Pub/bar/nightclub,Unit 22 Hays Galleria Tooley Street,London,SE1 2HD,5,-0.083546,51.505903
1ec0aed0-6864-4163-88a3-c85e69bf3458,Balti spice club,,Takeaway/sandwich shop,6 Forest Hill Road,London,SE22 0RR,3,-0.062312,51.453433
d9d698e3-69e4-4c64-81e9-aa2430d570a4,Bambuni,,Restaurant/Cafe/Canteen,143 Evelina Road,London,SE15 3HB,4,-0.056707,51.466101
e4f07007-b4cb-4da6-89ba-5b5d557d102a,Banana moon day nursery,,Other catering premises,2a Machell Road,London,SE15 3XQ,5,-0.054185,51.465824
78804784-bf51-4ec4-a2e3-d924418369d0,Bangkok kitchen,,Other catering premises,Front of 19A,London,,3,-0.08917425,51.50545465
c7d3374b-478f-48eb-bfb7-42e2aa58442d,Banh banh,,Other catering premises,46 Rye Lane,London,SE15 5BY,5,-0.069782,51.471163
3d8f199a-ec4c-406b-ae9b-0c738ee2e847,Banh banh,,Other catering premises,,London,,5,0.0,0.0
3795eb8c-4737-43fe-a250-486cc7cfd28c,Bankside house,,Pub/bar/nightclub,Bankside House 24 Sumner Street,London,SE1 9JA,5,-0.098654,51.506428
7b0edf74-d86a-447c-9e71-849a3f9a0b2d,Bankside open spaces trust,,Restaurant/Cafe/Canteen,5 King James Street,London,SE1 0RU,-1,-0.102617,51.499478
076b0900-ebc5-454b-8328-ca6d525a6a8d,Bankside sandwich bar ltd,,Other catering premises,142a Southwark Street,London,SE1 0SW,5,-0.101584,51.506313
5f98dc6f-aa65-426e-b6e2-c83f47066140,Bar story,,Restaurant/Cafe/Canteen,Railway Arch 213 Blenheim Grove,London,SE15 4QL,3,-0.070302,51.469437
bb7e709f-fc30-4400-8d0d-e27cc297aa3c,Barcelona tapas bar restaurant,,Restaurant/Cafe/Canteen,481 Lordship Lane,London,SE22 8JY,4,-0.068114,51.444185
74f69bc8-f430-47fc-83dc-4917906512a1,Barista & baker,,Restaurant/Cafe/Canteen,London South Bank University 116 London Road,London,SE1 6LN,5,-0.101371,51.496886
009b1cf1-a8e5-4c0e-bc27-768269f0c33c,Barrow boy & banker,,Pub/bar/nightclub,8 Borough High Street,London,SE1 9QQ,5,-0.088713,51.506383
05485c18-6cc1-4efd-98d5-10ff6a0f4ca0,Basilico ltd,,Takeaway/sandwich shop,103 Tower Bridge Road,London,SE1 4TW,5,-0.082774,51.496493
c0ecaf6d-f61b-4c9e-9601-90d6ffa2908d,Baxter & belle,,Other catering premises,,London,,5,0.0,0.0
4859ae45-aed6-4356-a12c-69014214264e,Baxterstorey,,Restaurant/Cafe/Canteen,27 Great Suffolk Street,London,SE1 0NS,5,-0.101332,51.504762
e2a63b07-7dc4-450a-8afd-1dfbc867e49f,Baxterstorey,,Restaurant/Cafe/Canteen,1 Surrey Quays Road,London,SE16 7ND,5,-0.043897,51.49765
0845f650-4db7-4e4c-982a-37066afc8ff4,Baxterstorey catering @ ipc media,,Restaurant/Cafe/Canteen,Blue Fin Building 110 Southwark Street,London,SE1 0SU,5,-0.099883,51.506322
f0ba3baf-db48-4398-bebe-cca3f3d5bbaf,Baxterstorey limited,,Restaurant/Cafe/Canteen,Camberwell School Of Arts And Wilson Road,London,,5,0.0,0.0
2199c11e-2c87-4667-a733-f9735188b179,Bay root,,Restaurant/Cafe/Canteen,8 Camberwell Road,London,SE5 0EN,2,-0.094667,51.483512
8a85a72c-f49f-45a5-8047-8144f4d9ef15,Bbq express,,Restaurant/Cafe/Canteen,292b Walworth Road,London,SE17 2TE,2,-0.095422,51.486816
e1d61cb0-21c1-4c40-9d4e-549cc946feaa,Be active social enterprise cic,,Restaurant/Cafe/Canteen,Burgess Park Tennis Centre 44 Addington Square,London,SE5 7LA,4,-0.092372,51.481551
9dc44767-4869-4adf-8211-f5d23b6b074a,Becky,,Other catering premises,,London,,4,0.0,0.0
db6461f9-d797-4f2a-8645-a09ee82fa811,Bede cafe,,Restaurant/Cafe/Canteen,Bede Youth Centre Abbeyfield Road,London,4,-1,-0.052858,51.491594
68efb4f9-9210-4dde-b458-74dd2ca2d2ce,Belair house,,Restaurant/Cafe/Canteen,Belair Recreation Rooms Belai Gallery Road,London,SE21 7AB,4,-0.088549,51.442424
0c7a6c75-a04b-4c64-bf50-10be57be29fa,Bells gardens community centre,,Restaurant/Cafe/Canteen,19 Buller Close,London,SE15 6UJ,2,-0.069143,51.477439
3f1597ac-2f09-4222-9d56-d4c9bdb5af91,Belushis & st christophers village,,Pub/bar/nightclub,161-165 Borough High Street,London,SE1 1HR,4,-0.091849,51.502711
cdbac49f-591f-4113-8f6a-84afe4ec1828,Bengal clipper,,Restaurant/Cafe/Canteen,Units 11 To 13 Cardamom Build 31 Shad Thames,London,SE1 2YR,3,-0.073828,51.503307
9366f527-7808-42d8-b238-9b557fdfca86,Bengali women's group,,Other catering premises,Rockingham Community Centre Falmouth Road,London,SE1 6RQ,3,-0.094401,51.495073
b1856746-7af7-4aae-ae96-d31926fe640a,Bennell interior design,,Restaurant/Cafe/Canteen,1 America Street,London,SE1 0NE,4,-0.096125,51.504534
b644e46f-cc98-414f-8526-a4e055a0ed0f,Benugo  united business media plc,,Restaurant/Cafe/Canteen,Ludgate House 245 Blackfriars Road,London,SE1 9UX,5,0.0,0.0
84929a77-de34-4215-9148-41496deb79c8,Benugo ubm,,Restaurant/Cafe/Canteen,240 Blackfriars Road,London,SE1 8NW,5,-0.104038,51.505849
dc92cd05-a051-4c90-8a67-f5128e3bae9d,Berchie & associates limited,,Restaurant/Cafe/Canteen,Lancaster House 70 Newington Causeway,London,SE1 6DF,4,-0.099221,51.49766
181db7ac-5147-4475-876c-d5c5e9144646,Bermondsey methodist church,,Other catering premises,Central Hall 256 Bermondsey Street,London,SE1 3UJ,4,-0.082465,51.497315
8f9256d0-63fd-4e4b-928a-215c0c8e8b26,Bermondsey square hotel,,Hotel/bed & breakfast/guest house,9 Bermondsey Square,London,SE1 3UN,5,-0.080335,51.497604
33dc925b-cbae-451a-af6d-5f52c15c86ff,Bermondsey street coffee,,Restaurant/Cafe/Canteen,Unit A 163 Bermondsey Street,London,SE1 3UW,5,-0.080822,51.499042
344ed8a6-bbf6-498a-ba5a-8ce7eadc8dd6,Bermondsey tandoori balti hse,,Takeaway/sandwich shop,206 Jamaica Road,London,SE16 4RT,4,-0.062358,51.498226
b9c4878f-c6ab-4368-b53e-39fbc834c913,Berts fish bar,,Restaurant/Cafe/Canteen,354 East Street,London,SE17 2SX,2,-0.082394,51.490075
1985695b-9a11-4920-99f9-2500b6a47ab4,Bhs,,Restaurant/Cafe/Canteen,46-48 Surrey Quays Shopping Ce Redriff Road,London,SE16 7LL,5,-0.046976,51.495408
dc5d2a2a-5f63-4e12-babb-9029f1564d47,Bianco bufala,,Other catering premises,Unit 7 Canterbury Industrial 297 Ilderton Road,London,SE15 1NP,2,-0.053602,51.481552
9e65b16f-2c69-4863-81c7-9c8d74d8c77c,Bickles restaurant,,Restaurant/Cafe/Canteen,77-79 Norwood Road,London,SE24 9AA,4,-0.100501,51.450541
ada48f1a-7367-404b-887a-a2d4c3928773,Bill's restaurant,,Restaurant/Cafe/Canteen,Unit 1 Victor Wharf Clink Street,London,SE1 9DW,5,-0.09166,51.506899
3348a2c7-788a-4c34-90ea-40b64c019924,Bing,,Takeaway/sandwich shop,202 Manor Place,London,SE17 3BN,3,-0.101252,51.487603
8ad5ca10-99c2-4dd4-acbf-5fbf219aebb8,Bish bash bangers,,Takeaway/sandwich shop,52 Stevenson Crescent,London,SE16 3ES,5,-0.063563,51.488138
09e5efe1-0ba8-4b07-bc8d-2e2e8158f69a,Bison bar,,Pub/bar/nightclub,204 Manor Place,London,SE17 3BN,4,-0.101252,51.487603
c9eab6cd-7e19-49ac-9f81-95410a295cb1,Bit by bit,,Other catering premises,,London,,3,0.0,0.0
dfee5a38-de41-4ee0-b15a-e3bbe4913a7c,Bite mi limited,,Takeaway/sandwich shop,,London,,5,0.0,0.0
c7c97976-ac28-4ffa-97cc-41a88b66a0a0,Bkd london ltd,,Other catering premises,07-17 Latona Road,London,SE15 6RY,5,-0.070557,51.481796
b806729d-25b6-4f3c-b6ac-8d489c35e1fd,Black and blue,,Restaurant/Cafe/Canteen,01-02 Rochester Walk,London,SE1 9AF,5,-0.091346,51.505787
0c19255a-a068-476a-a1ac-94780520b777,Black horse,,Pub/bar/nightclub,254 Tabard Street,London,SE1 4UN,4,-0.088147,51.496491
8b4cb64a-0a09-4b60-aa13-fd26a03f8bb8,Blackbird bakery limited,,Restaurant/Cafe/Canteen,Arch 134 Queens Road,London,SE15 2ND,4,-0.05709,51.473678
3ad95518-877d-4039-a3f5-9534b1d81415,Blackfriars settlement,,Restaurant/Cafe/Canteen,1 Rushworth Street,London,SE1 0RB,5,-0.101589,51.50134
67df7b28-9623-4f51-a204-d82ee06561e4,Blackfriars wine bar,,Pub/bar/nightclub,Railway Arch 80 Scoresby Street,London,SE1 0XN,5,-0.103671,51.504288
6cf97bf3-48b1-490f-8833-f2a5219d01e7,Blacksmiths arms,,Restaurant/Cafe/Canteen,257 Rotherhithe Street,London,SE16 5EJ,3,-0.033989,51.504597
a2275ccb-422f-4290-9ebf-32036023f772,Blue anchor fish bar,,Takeaway/sandwich shop,49 Blue Anchor Lane,London,SE16 3UL,5,-0.063768,51.493492
969df335-626c-4090-bd15-a4e80522fd04,Blue eyed maid,,Pub/bar/nightclub,173 Borough High Street,London,SE1 1HR,1,-0.091624,51.502591
70b38c2e-172c-4c42-b486-5edb9fd96a6b,Blue mountain cafe,,Restaurant/Cafe/Canteen,18 North Cross Road,London,SE22 9EU,3,-0.072425,51.457655
d2879702-236d-4821-a66f-e539fcc91e7b,Blue tree kitchen,,Restaurant/Cafe/Canteen,Enterprise House 01-02 Hatfields,London,,4,0.0,0.0
134a24f5-5644-4078-8aec-1979487cc4e7,Blueprint cafe,,Restaurant/Cafe/Canteen,Butlers Wharf 28 Shad Thames,London,SE1 2YD,5,-0.071875,51.502807
d7ff812f-92ae-4883-9fa6-dbe8178ce853,Bola 8 ltd,,Restaurant/Cafe/Canteen,Railway Arches 113c And 122 Elephant Road,London,SE17 1LB,3,-0.098659,51.493838
9f99516f-31fc-40bc-90b9-82ac6aad9dc7,Bolu kebab restaurant,,Takeaway/sandwich shop,7 Camberwell Church Street,London,SE5 8TR,3,-0.089604,51.47406
d5edfdee-981a-42f8-9123-5841ab410f57,Bon gateau,,Other catering premises,,London,,5,0.0,0.0
efadd764-f141-4b44-a680-7a474739ac5e,Bon voyage,,Restaurant/Cafe/Canteen,Blackfriars Station Hopton Street,London,SE1 9JH,5,-0.101894,51.508197
33de5324-62aa-4d70-b50d-13179bc9ae4e,Bonne bouche bakery,,Other catering premises,,London,,4,0.0,0.0
21b5e1a5-6a5f-4898-abe5-8796485caca9,Book & latte,,Restaurant/Cafe/Canteen,Book And Latte 100-116 London Road,London,SE1 6LN,5,-0.101371,51.496886
55062ebb-c585-4550-96db-cb8fb2b0e529,Boro bistro,,Restaurant/Cafe/Canteen,06-10 Borough High Street,London,SE1  9QQ,5,-0.088713,51.506382
69631aa2-476b-499a-8cad-fd02cb6a4d45,Bost,,Other catering premises,Redcross Garden 50 Redcross Way,London,,4,0.0,0.0
8391d075-cca9-422a-9638-92aa083f0a51,Boulangerie jade,,Restaurant/Cafe/Canteen,145 Lordship Lane,London,SE22 8HX,4,-0.075901,51.456112
401019d7-6898-4b9c-9be9-4d16824b88f8,Boulangerie jade limited,,Restaurant/Cafe/Canteen,44 Barry Road,London,SE22 0HU,4,-0.067199,51.45801
73849004-cfdd-4314-a1c7-6ae7c7987682,Boulevard coffee place,,Restaurant/Cafe/Canteen,224 Old Kent Road,London,SE1 5UB,3,-0.079175,51.489213
b6cc1dde-513c-4751-ac5a-4af4c819f54b,Boundary row cafe,,Restaurant/Cafe/Canteen,02-06 Boundary Row,London,SE1 8HP,4,-0.105823,51.502065
69d2e756-1aa0-446b-85c7-e2e709829ca4,Bradfield youth club,,Other catering premises,05-13 Commercial Way,London,SE15 6DQ,4,-0.07755,51.476803
9dc0c56a-3611-4047-889e-57eb1ca3abd3,Brandon trust - respite care,,Other catering premises,2 Bowley Close,London,SE19 1SZ,3,-0.07841,51.42207
3c497869-8e30-4e6e-bf62-78363b1a4e52,Brayards chicken,,Takeaway/sandwich shop,128 Brayards Road,London,SE15 2BU,1,-0.057544,51.46946
508ca4d4-33c2-4f22-bbfc-01666b7497a1,Breadbox,,Takeaway/sandwich shop,Unit 12 London Bridge Railway Railway Approach,London,SE1 9SP,5,-0.086018,51.504684
377f8299-30ef-4336-b81a-6c294a79ab39,Break point,,Restaurant/Cafe/Canteen,London South Bank University Keyworth Street,London,SE1  0AA,5,-0.101667,51.498419
fc5d3089-b532-4e85-b459-fa37aceb0ec9,Breakfast club,,Takeaway/sandwich shop,Oliver Goldsmith Primary Schoo Peckham Road,London,SE5 8UH,5,-0.079787,51.474304
9633a16d-bce1-4ea4-97b6-c3ca7ffa07a6,Breddos tacos,,Restaurant/Cafe/Canteen,Unit 4 Canada Water Retail Pa Surrey Quays Road,London,SE16 2XU,4,-0.051066,51.49678
f1a58d63-e87a-4f54-83ee-804b2b6a982f,Brew by numbers,,Pub/bar/nightclub,79 Enid Street,London,SE16 3RA,3,-0.072268,51.497589
e0584dae-939d-497a-9f52-c5b989d7ac5a,Bridge cafe,,Restaurant/Cafe/Canteen,29 Borough Road,London,SE1 0AJ,2,-0.100422,51.499262
8dff58b3-3c05-4bcc-bfff-eb135686a8f7,Brigade,,Restaurant/Cafe/Canteen,Ground Floor 139 Tooley Street,London,SE1 2HZ,4,-0.081317,51.504086
1692349a-70f4-4d85-b13d-c608c3c3f66b,British queen,,Pub/bar/nightclub,34 Picton Street,London,SE5 7QH,3,-0.088817,51.478076
df49d7ac-135b-4d2c-8fbc-8e568bedd627,Browns bar & brasserie butlers wharf,,Restaurant/Cafe/Canteen,Browns Bar & Brasserie 26-30 Shad Thames,London,SE1  2YG,5,-0.072694,51.503198
70099a06-62cf-460b-bdda-1e8e6003cd42,Brunchies,,Restaurant/Cafe/Canteen,1 Valmar Road,London,SE5 9NG,5,-0.094382,51.472402
